Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,..,4.00659385773507,3.2847631368009,4.89741133165758,7.78194010971525,-1.85576964094049,0.62921431738765,6.20931184250981,4.23185397620091,5.81617760336013,5.12087082164049,0.642525240033876,-2.1502854969189,3.38171314181301,2.30708770882239,7.31720705212697,2.19934107876287,6.59954229042089,5.83764199072192,-3.55419942610636,5.87205784869238,6.17408394606171,3.35649803110887,6.64821859509068,4.09563426907962,5.06556319990379,4.70175961328756,3.8319893631616,8.52064264403735,5.46916302513741,5.58717150098668,1.51514935543473,5.412367669308,4.82260448502312,6.36732623927425,7.19762953036722,7.07430603995918,4.21061775740803,5.98554453382025,8.20855528342406,4.08685651051928,4.57324198890292,3.77199800153592,7.46572456545647,7.54604881614362,7.64449221776582,7.89518422976431,7.53428173032866,3.48063577458643,7.38981184100092,8.19440351757765,5.45109403202389,5.64515915604163,6.23326513040877,7.24547986692529,7.68973935167961,7.96912333627881,6.78411966003432,6.3936663253368,4.09454306508007,-4.98750173651176,9.24659959728567,7.10115392630797,8.50528885307943,6.23259967615652
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,..,4.00659385773507,3.2847631368009,4.89741133165758,7.78194010971525,-1.85576964094049,0.62921431738765,6.20931184250981,4.23185397620091,5.81617760336013,5.12087082164049,0.642525240033876,-2.1502854969189,3.38171314181301,2.30708770882239,7.31720705212697,2.19934107876287,6.59954229042089,5.83764199072192,-3.55419942610636,5.87205784869238,6.17408394606171,3.35649803110887,6.64821859509068,4.09563426907962,5.06556319990379,4.70175961328756,3.8319893631616,8.52064264403735,5.46916302513741,5.58717150098668,1.51514935543473,5.412367669308,4.82260448502312,6.36732623927425,7.19762953036722,7.07430603995918,4.21061775740803,5.98554453382025,8.20855528342406,4.08685651051928,4.57324198890292,3.77199800153592,7.46572456545647,7.54604881614362,7.64449221776582,7.89518422976431,7.53428173032866,3.48063577458643,7.38981184100092,8.19440351757765,5.45109403202389,5.64515915604163,6.23326513040877,7.24547986692529,7.68973935167961,7.96912333627881,6.78411966003432,6.3936663253368,4.09454306508007,-4.98750173651176,9.24659959728567,7.10115392630797,8.50528885307943,6.23259967615652
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,..,1.07561641321338,6.04622085860716,6.2450669943277,4.96554660332235,4.6794271047679,2.02670134220895,-0.767881733047986,3.12928440529174,8.99832931105084,7.80833552355963,7.71135431084522,2.95100670769503,4.29617705017708,7.53077108037768,-0.229877388988953,5.17371113550966,2.76469841970901,-0.175739327651783,3.93584062374023,3.71648363086685,-0.813777715804477,-1.20283636310771,-2.54012035340585,2.25425686713902,2.00748565692008,1.86943435338567,2.93383075101139,4.47238522010464,2.29592683011654,2.2608356701252,0.38754937694398,-0.492747648583475,-1.04184369649657,1.02684072771038,3.32740083029329,5.14421622377814,4.0705133429438,2.51825009450717,2.17869506836668,3.43711873083772,4.21364598817749,6.393564578305,4.12069952524881,6.68446006184369,6.00947416911313,6.04939293975086,6.15845441455012,5.19915700484026,3.14754867102099,6.05119087977121,4.45162930662147,3.33566308216501,5.12180100852351,4.72930309699868,2.93349224419013,1.23789307986233,2.50364867338814,2.79599960832644,2.60045190740452,-3.23642852363861,3.65270461847631,4.06140756050381,2.7159883966887,3.59733324708964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,..,1.07902245603371,6.08203414598616,6.27953608369489,4.98324860839061,4.66012909475771,1.91102908484766,-0.874738397111756,3.10348694216169,9.17943396463787,7.90031689461711,7.73077713964318,2.92320039146625,4.27650984150407,7.62252203742688,-0.261168133735296,5.26709679435915,2.77193040274655,-0.245393675285428,4.02514153501595,3.67385612880513,-0.905031866694102,-1.24240348454599,-2.74862465238269,2.36185638524888,2.26815292724984,1.73290195885178,2.72451302816079,4.55531222810821,2.34304226614989,2.24695245611632,0.53440243296032,-0.350485198848702,-1.28806681251739,0.989254219734676,3.2756040810513,4.99229396671142,4.08164965457097,2.64610114784176,2.11906396796802,3.38154606851558,4.13462795149566,6.50726475566927,4.26381638799447,6.55759369766125,5.88443109809147,5.93986367359199,6.0325830099361,5.07008601288261,3.00902297912151,5.87829228672747,4.25581560877077,3.17446516095201,4.95044884584945,4.54350142914694,2.66333358756611,0.914986377156993,2.20658288443376,2.61514307100069,2.33076955183513,-3.68262496685315,3.54849305203753,3.98372703715641,2.50028576028929,3.36470475625492
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,1.07561641321338,6.04622085860717,6.2450669943277,4.96554660332238,4.6794271047679,2.02670134220892,-0.767881733048043,3.12928440529177,8.99832931105084,7.80833552355966,7.71135431084519,2.95100670769503,4.29617705017708,7.53077108037768,-0.229877388988982,5.17371113550963,2.76469841970908,-0.175739327651826,3.93584062374026,3.71648363086685,-0.813777715804477,-1.20283636310771,-2.54012035340587,2.25425686713905,2.00748565692007,1.86943435338569,2.93383075101137,4.47238522010464,2.29592683011654,2.2608356701252,0.387549376944008,-0.492747648583503,-1.04184369649657,1.02684072771038,3.32740083029329,5.14421622377816,4.07051334294377,2.51825009450717,2.17869506836668,3.43711873083772,4.21364598817746,6.39356457830505,4.12069952524877,6.68446006184374,6.00947416911313,6.04939293975077,6.15845441455019,5.19915700484026,3.14754867102099,6.05119087977124,4.45162930662151,3.33566308216497,5.12180100852353,4.72930309699868,2.93349224419011,1.23789307986235,2.50364867338814,2.79599960832637,2.60045190740459,-3.23642852363861,3.65270461847631,4.0614075605038,2.71598839668872,3.59733324708964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,..,0.373067785102648,3.10732615661233,4.48750044814379,8.75721129456547,7.70882333662837,6.26562332386489,3.78494205460642,6.95031494772699,8.37499580618926,8.41475644773229,6.67319937518256,7.71589165351875,7.74843073058578,6.36191329285583,4.53123281663291,6.55301883305692,4.31217377524287,3.77219156926733,5.57418020849407,4.64409809042546,1.87539785409096,3.11784252002285,1.43844456481131,5.39395270915209,4.71822556720063,3.6772456111154,4.95407894582347,3.40494447059277,2.95622382082112,2.72236183938543,3.11511057153598,4.54336254852461,5.92112474533518,5.55869774010303,4.47015730370227,6.23957296961517,6.10293384178074,2.96984008710082,3.25418252756151,6.01794678943035,3.46285030442375,4.86475919995965,5.94126759667999,7.89021521972755,7.58111506944306,8.6240086675993,9.43196907169563,6.31332594891273,3.53562271484722,8.54083082585677,6.91230216658607,5.78004359971993,5.66741400374929,4.98650926608535,4.50970067372548,4.56594224373168,5.36349627990562,4.91536338812493,4.20032824786712,-0.379702218317163,7.70448199039548,3.45482027640851,4.58560028646708,4.17952127549748
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,..,3.96314215216333,5.32597014502933,5.00824070627451,6.59278556075897,5.58971602547578,5.4148217196374,3.7254585016012,5.93696465574507,5.96873159517897,3.77713097375472,4.16625411127447,5.54627522497742,6.43422416541112,1.96923893177501,0.633394222127251,5.18125795120345,4.00810867281642,4.11206866955771,4.11963847718076,1.86031229895617,1.90522388307777,0.369303397693983,2.56341167557721,4.69902818606988,3.67368589707036,3.28909654382757,3.7165706655468,4.525506806321,3.66704385911412,2.74043123173102,1.23795463953577,2.08330128141721,1.88997754116687,3.39430880680132,3.16459831490941,3.59262581167523,3.96560649440364,2.83211105781118,3.58036735454232,4.55506182477725,2.03855309163356,2.31107096730885,3.09383471039331,4.50184539653775,4.05453629039749,4.47616958858079,4.41384473328108,2.09239458384161,-1.31864911944237,4.52424032554688,3.33900335400304,2.73120979279713,2.88814205849086,3.13301748764174,3.11378907834442,2.79359207247063,3.45183009055707,3.27395826417856,2.67911757479919,-2.8992231033702,6.41334961541973,3.40305483746891,2.9485947500487,2.87194964204313
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6862687216715,6.78459655001655,8.68057078513406,26.4186641547444,-6.81116108898996,2.17853752389419,11.8041858089129,6.44121280934117,7.38577178397855,4.67399603536345,-0.661709164713742,4.38389195513915,4.97595150553833,0.626149149168847,2.30237251516834,5.60188791482224,5.13320340824963,13.7121023720065,-4.64470870797775,-6.60118564073726
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387156,22.5650526933696,7.79321853789217,12.7254778087103,33.1802743753956,20.6428588670596,0.389437653561628,0.0500181363468238,3.10758827031434,7.77052583431552,0.484002611818478,2.28001916938101,2.36658195679795,2.37072831904282,2.93268248162323,3.32087090389265,2.26692209450831,3.6271009151748,3.42807130141503,2.03159268395296,1.93762080205223,1.62586504402604,1.89617402592366,1.27543168367423,1.98666133171194,2.02805963071135,1.41109078954251,1.62088661717004,2.04147163139545,6.7252027153006,4.75834555150039,2.21587375089999
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,6.59999999900017,2.62664165105635,3.65630712983236,6.17283950622715,4.69961240341694,8.23031665265143,9.43073540174557,11.989283322105,17.5239234455033,11.3486005086091,9.51782449754963,14.6548426360634,6.54250963007673,5.9671639303272,8.116397955171,10.4822870444467,12.3716091651299,7.44126091287247,5.91154496373489,9.30436125843166,16.6525343885432,25.8863869348514,31.6696619117149,20.5403261235827,29.0476561173071,29.7796264864999,18.6790758601749,5.73352275357187,4.95016163793114,2.64551113392799,0.339163189071768,4.22598834854673,1.41830192345051,4.268953958395,3.96180030257187,1.38244656662118,2.31149918514424,3.67899574741699,4.85859062814939,5.73706036145628,3.91106195534028,4.5242115050527,8.89145091062317,3.25423910998847,2.91692692067458,4.78444700693889,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,9.26551551551553,9.32217375928322,4.04611455313434
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.7837837837838,299.509803921569,1378.52760736196,949.792531120332,2666.45059288538,4145.10598220638,219.176721172974,107.284821528298,248.195902412868,324.996871601321,152.561022469299,108.897436089429,98.2241436573304,43.5421067519687,22.953513851394,13.3052101780032,12.2514974459487,12.4758291326398,13.7302839288408,14.4696564932577,13.4824679218511,10.2779049218839,8.77781429332624,7.28038730361121,9.35597215533784,30.6944150806719,29.8444799015679,19.6289379701521,17.080954143438,22.271539247051,25.7542948841891,21.3552901320822,13.6441017767715,28.2404948915772
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.12128789571146,0.77177979690018,1.40279663573988,2.40765801293491,1.99353055152454,2.03007757853236,2.09875196709308,1.78778537419121,1.41605259409741,5.33380639820233,-0.550159995508914,3.37002540220148,3.4567496723461,3.37688044338874,1.05949782356169,1.08944157435355,0.968993458825638,-0.489437796230499,2.43248789041363,1.20715793367008,1.43135598182984,0.625989707046719,2.06299638545334,7.53107834634288,5.06713865364213,6.19886698842116
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.2772237131003,53.5483043492339,42.0150947376509,48.4093786255199,72.430757531824,133.488935594175,219.883929014578
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3373.75944336293,175.951325534583,18.681185640036,13.960764121791,8.67248632385158,0.648245760470385,-0.790883768934757,3.1459046468502,1.06004929341667,4.7215533660534,6.96126135875795,0.638928002410097,2.89235662459004,4.40736089644516,8.94995335353387,3.40676682683801,8.17636138473952,7.65000807859294,2.55802007757907,5.78966778544651,2.98130868933672,3.73169119261693,-1.403607559009,0.969553268816138,2.52023382001638,1.44344660770698,1.21143577838465,7.18483629443371,8.64091108973855,1.98041877615554,0.269511978259125
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.03225805628628,1.07396640826829,3.64304545817706,3.12186849610723,3.99162804604575,5.83668775158166,5.55555555555579,3.8733753699648,5.2155599603571,6.3110797127044,3.36139107320899,3.22528797213979,2.99994809778412,1.86948853615541,2.28037198258753,4.04402131190513,2.88360430316264,3.31524678585423,3.65636507938418,2.52912946932762,3.39778677828806,3.60802438784541,5.39256784475517,8.95598705177784,-2.13542872046937,2.07814071860787,4.31629742195203,0.627471992893373,-2.37206524252261,0.421440918881214,0.474763597342641,-0.931195987079561,-1.02828178762012,3.62604141352961,4.25746204335428,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Australia,AUS,3.72881355932203,2.28758169934641,-0.319488817891379,0.641025641025652,2.86624203821656,3.40557275541795,3.29341317365269,3.47826086956522,2.52100840336134,3.27868852459016,3.43915343915341,6.13810741687984,6.02409638554213,9.09090909090915,15.4166666666666,15.1624548736462,13.3228840125392,12.3098201936376,8.0049261083744,9.12200684150515,10.1358411703239,9.48766603415561,11.3518197573657,10.0389105058366,3.96039603960396,6.734693877551,9.05035054174634,8.53302162478083,7.21593968766828,7.53390256152688,7.33302195235872,3.17667536988685,1.01223112610714,1.75365344467641,1.96963479688141,4.62776659959759,2.61538461538461,0.224887556221887,0.860134629768142,1.48312940304041,4.45743514797224,4.40713536201469,2.98157453936348,2.73259596616786,2.34325522482583,2.69183168316832,3.55528773727026,2.32761128891476,4.35029854990048,1.77111716621254,2.91834002677376,3.3038501560874,1.76278015613196,2.4498886414254,2.48792270531404,1.50836672165921,1.27699094497324,1.94864740944527,1.91140094445691,1.61076787290379,0.846905537459305,2.86391042204994,6.59409671341846,5.5970149253731,3.1616142830575
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Austria,AUT,1.94574935198645,3.54223986727557,4.38179863851178,2.70876699499833,3.86856354936629,4.93091637676269,2.05482059257987,3.97467292898832,2.76486447339768,3.08040419539532,4.37282441582139,4.70425813828696,6.35514612686787,7.53107803827116,9.52178819742238,8.44525863917974,7.31868545106923,5.49461568127666,3.57431857551221,3.7074009635341,6.32832536226101,6.80304177599257,5.43603082512847,3.33916453409534,5.66318573909351,3.18951681805193,1.70544456731973,1.4019527178397,1.91571684671258,2.56834829029372,3.26187231878578,3.33742703474788,4.02084780038557,3.63178524943176,2.95340936761079,2.24336631500905,1.86097115760433,1.30597857227693,0.922467196680799,0.568993765885568,2.34486285357282,2.65000077279528,1.81035787764127,1.35555370896452,2.06120618032862,2.29913785639285,1.4415485111902,2.16855528800749,3.21595033239886,0.506308827696515,1.81353438995062,3.2865791487538,2.48567562177015,2.00015616900597,1.60581182954474,0.89656333526032,0.891591752655362,2.08126911385587,1.9983798142954,1.53089564152644,1.38191063351862,2.7666666666667,8.5468699318845,7.81413417002832,2.93791574279383
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-10.6300971576201,1128.00002429404,1662.21594875899,411.759641777268,19.7948028061898,3.6743480968473,-0.772697886033167,-8.52517000536064,1.80500303704356,1.5471959015228,2.7711647199827,2.2338649296705,6.70893042797784,9.67950731917057,8.3289248286321,16.6997549618244,20.8490871772712,1.45704835970321,5.72687224669605,7.8583333333334,1.06621339720303,2.41571745279419,1.37344181533176,4.02768573742726,12.4433748584372,12.9359184187335,2.26854690373999,2.61057182799215,2.75980947008127,6.65029912708779,13.8522590144267,8.78543049849081,2.21217188919901
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Bahamas, The",BHS,..,..,..,..,..,..,..,5.43775649904798,4.54103146287562,8.93577412289434,6.15209342130048,4.61497182668251,6.83081131902369,5.48175416169897,13.0718458387012,10.3596349973051,4.25583657583811,3.1898763705574,6.10907035899874,9.09139326792413,12.0978372310682,11.1144984973891,6.01262101667498,3.99999999999994,3.96634615384615,4.60500963391135,5.43378154356233,5.75646401118136,4.40241182786764,5.38765822784807,4.66931912018676,7.11468120203628,5.73819886173447,2.72289766970591,1.39933423745548,2.06699495410042,1.37913741223666,0.544150383378688,1.33661336613371,1.2542482602363,1.60632941740579,2.04498977505121,2.17357792508093,3.02504526252236,0.981914036757662,1.59160618079802,2.38982627439254,2.49257794939396,4.4895599537506,2.06273473452682,1.34402738392836,3.1987814166032,1.97336755976254,0.722414784530551,1.51375643050831,1.86148302863371,-0.346376929989397,1.51820700736147,2.26586346678736,2.49123527368046,0.0385210980054558,2.90491262928478,5.60540633583044,3.05291578969743,0.409162489083286
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bahrain,BHR,..,..,..,..,..,..,2.13447171852241,4.2580982230929,3.25732899024462,-0.19412763892392,1.62898127839351,5.78947368498404,5.08819538648815,14.3318269849978,24.3929983061798,16.1597821153707,22.495766575964,17.7311208942373,15.7855375941987,2.20599195116767,3.86952505941503,11.3445968083975,8.88571308471459,2.97239915075073,0.322399250235326,-2.6359693029697,-2.2960932141956,-1.7450017537706,0.303435966086578,1.48589732182571,0.929335437489093,0.764419735927609,-0.172413793103312,2.53886010362695,0.816910897759778,2.70403475064704,-0.452227382530348,2.43155133955926,-0.366533864541774,-1.2875879718491,-0.70485295309079,-1.20757180156659,-0.495540138751154,1.59362549800787,2.35294117647062,2.58620689655173,2.00746965452849,3.25666666666703,3.52600316363721,2.79551283550412,1.96188468334623,-0.40004069748808,2.75739669962979,3.30001156888442,2.64755321246189,1.84862742374977,2.78679347602044,1.38671830576406,2.08766938046978,1.00582004702137,-2.31770629331379,-0.60631938514085,3.62574104304482,0.0746206782192256,0.919635459817651
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.87469609126633,7.41276595744666,6.04547975596244,6.12671846981458,6.35736412278234,3.63407691798491,3.01481859989799,5.31374007936498,10.2978117947206,2.37712902953223,5.30560105668802,8.40223795613228,6.10669589841958,2.20825620937535,2.0071737421384,3.33256493271913,5.66870773441476,7.5875363850469,7.04661816222039,6.76526117054757,9.10698496905383,8.90194489465154,5.42347236174679,8.12667639169917,11.3951651552399,6.21750422069284,7.53040640913172,6.99163889220849,6.19428022984984,5.51352572692995,5.70207015717239,5.54362139486476,5.59199639930629,5.69107474746211,5.54565430773473,7.69695437176898,9.8835030377921,10.4657482763412
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Barbados,BRB,..,..,..,..,..,..,..,3.63487515335757,7.48874318687617,5.83523186605494,7.28421637368521,7.46925566353863,11.8766562275328,16.8550818260213,38.922928087811,20.294468762529,4.98676811113187,8.35236969934998,9.48238259101763,13.1698355431799,14.4305197203943,14.5675632146886,10.3324664370561,5.23029878288839,4.68579731185602,3.91510525082794,1.33006845161916,3.31173110743255,4.85885917814048,6.19011406844121,3.07457271078017,6.25752663270021,6.09389302994638,1.11343933604485,0.0772043884602494,1.87886279357229,2.38615222842325,7.71053878969885,-1.26888660701212,1.56006240249605,2.43581303489137,2.57783490431289,0.12524945805599,1.61943319838055,1.39442231075691,6.08218729535043,7.30766262828939,4.03422982885071,8.10810810810782,3.64386189258334,5.82421853311866,9.43220240177221,4.53334753888766,1.81410436049105,1.76950322089729,-1.11278992510967,1.28192813061895,4.66018463955996,3.67381410406801,4.10028964518461,..,..,..,9.79207077126447,-0.440112940205204
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1190.22923349187,2221.01656992039,709.346032118606,52.7120767531954,63.9373663357478,72.8697170535354,293.678750889773,168.620235850934,61.1349331618476,42.5375481348794,28.3978399133474,18.1082424937646,10.3388794457932,6.99712903535585,8.42675273505309,14.8378764828254,12.9456563410401,7.735748043125,53.2286983118174,59.2197360232518,18.3122610377873,18.1195543526734,13.5344897649735,11.8365807653496,6.03183725177785,4.8723022055069,5.59815595039854,5.54814357456511,9.46028389623106,15.209675274081,5.00059903091313,5.78531910427999
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belgium,BEL,0.299467254769695,0.992676260767339,1.40460703543514,2.14800341332202,4.1687605856437,4.06520137474643,4.17434761852995,2.73030268590907,2.70144982931349,3.75399229053284,3.9084723847191,4.34362854612092,5.44843128438085,6.95528008719914,12.6778877513452,12.7681985920515,9.06860981054968,7.09600059132598,4.47059331592944,4.46908394900479,6.64868829655356,7.62748656814276,8.72654906555469,7.66160983743883,6.34177491009126,4.86873399496944,1.2943681910248,1.55338261314948,1.16093493415325,3.10705065111094,3.44831217961808,3.2153106926081,2.42795567164615,2.75442643473461,2.37754084476398,1.46796699090272,2.07702107350674,1.62816049512958,0.94925028835061,1.12084823417845,2.54451776190908,2.46925823086078,1.64521436175357,1.5889639997038,2.09728311239314,2.78143263670022,1.7912077007046,1.82305630026808,4.48944420508401,-0.0531456741253769,2.18929920422457,3.53208210722742,2.83966343445899,1.1130959402754,0.340002833356922,0.561429152790065,1.97385264653181,2.12597086002607,2.05316499865186,1.43681956996429,0.740791812220344,2.44024851144084,9.597511728725,4.04901077613941,3.14349136500041
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2244897960225,6.83903252716288,4.99609679980487,3.38289962863707,6.2371661180555,0.799771493858953,2.01190138849529,3.13888888888894,2.12765957446807,3.05907172995786,0.76195150080688,2.39670073025188,1.4725969469368,2.56934304644295,2.88961584372151,5.96502097537242,1.1490375676054,2.1952625003759,2.62139524582746,3.06743966930585,3.65141786561502,4.24026660688645,2.31808274663101,6.39443099742399,-1.1043104441191,-7.11376771265014,2.31808274642021,6.39443100250034,-1.10431044864355,0.917977378808888,1.602056156402,1.30058074547858,0.50974776898322,1.20139964481058,-0.861584009427748,0.663427167917601,1.14765339305816,0.269982622646335,0.187069385181424,0.121434644614894,3.23563659237071,6.27689319447544,4.38984017487675,3.28955985952768
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.440599214931794,38.5308661668538,14.4625482180894,4.91423972637201,3.46629590564776,5.75331458417064,0.326722893396866,4.16540442290283,3.98429547767893,2.48916235491541,1.48724246145442,0.8738908308685,5.36452085832342,3.78217696540375,1.29806813334152,7.94729876067854,0.896072355749069,2.20783532536524,2.7042390774728,6.74468253340712,0.428888888888884,-0.548757550948181,0.218785923536245,-0.793310145785624,0.0432648555103608,0.919170717886054,0.732849371241066,3.02272119663759,1.73353962694036,1.35077863583527,2.73870078406075,1.16093089640415
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.97237569060774,9.84677216779704,18.0577787941154,7.03770661157025,1.88201230546507,9.96447602131439,6.33177192699079,10.0967137576586,8.77983718898041,10.0118383223406,12.2751729438893,15.975217361539,11.1980165874679,7.00995355009951,9.48754836789369,8.79001381935162,6.50548718269086,10.5855899892463,6.77699393553632,4.01212081070342,3.41478946111594,2.45535714285714,2.57230861693339,4.10593698272958,5.3126310463775,5.00045438022541,5.15611138758463,8.32716049382713,4.36112219119805,7.03638316073019,8.848985699468,10.919656944683,8.77638345268213,8.27106093949328,4.54814395082205,3.21988689395718,4.95508366985129,2.72396386183713,2.72643037388832,5.62936522632508,7.3468144053353,5.6391667139637,4.22934419929251,2.76131569624098
